url	download_complete
www.ics.uci.edu/community/news/press/view_press?id=51	complete
sdcl.ics.uci.edu/research/crowddesign	complete
www.ics.uci.edu/~lopes/teaching/cs221W12/index.html	complete
www.ics.uci.edu/grad/policies/GradPolicies_Grading.php	complete
ngs.ics.uci.edu/augmented-reality-comes-of-age	complete
www.ics.uci.edu/~sysarch/projects/FPGA.html	complete
auge.ics.uci.edu/eventshop	complete
sdcl.ics.uci.edu/mdp-lab	complete
ngs.ics.uci.edu/diversity-and-india	complete
sli.ics.uci.edu/Library/Posters	complete
ngs.ics.uci.edu/research/research-papers/experiential-computing	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/CSmodel.txt	complete
www.ics.uci.edu/~dnazip	complete
cml.ics.uci.edu/courses	complete
mcs.ics.uci.edu/about/mcs-vs-mscs	complete
www.ics.uci.edu/~isaac	complete
www.ics.uci.edu/~mgiorgio	complete
evoke.ics.uci.edu?p=467	complete
mcs.ics.uci.edu/prospective-students	complete
ngs.ics.uci.edu/presentations	complete
sdcl.ics.uci.edu/2014/05/meet-the-sdcl-beowulf-cluster	complete
evoke.ics.uci.edu?author=11	complete
sli.ics.uci.edu/Group/SideBar	complete
www.ics.uci.edu/~johnsong/thesis	complete
ngs.ics.uci.edu/1077	complete
ngs.ics.uci.edu/author/ramesh/page/37	complete
www.ics.uci.edu/%7Emagda/Projects/ghana.html	complete
www.ics.uci.edu/ugrad/degrees/degree_cse.php	complete
ngs.ics.uci.edu/category/general-updates/page/15	complete
ngs.ics.uci.edu/category/general-updates/page/14	complete
www.ics.uci.edu/~maheshmn/eCACTI/download.htm	complete
ngs.ics.uci.edu/category/general-updates/page/16	complete
ngs.ics.uci.edu/category/general-updates/page/11	complete
sli.ics.uci.edu/Library	complete
ngs.ics.uci.edu/category/general-updates/page/13	complete
ngs.ics.uci.edu/category/general-updates/page/12	complete
emj.ics.uci.edu/topics	complete
www.ics.uci.edu/~pr-react	complete
ngs.ics.uci.edu/quality-of-experience	complete
ngs.ics.uci.edu/category/general-updates/page/18	complete
cml.ics.uci.edu/tag/news/page/6	complete
sli.ics.uci.edu/Site/EditQuickReference	complete
ngs.ics.uci.edu/author/ramesh/page/176	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw5.html	complete
www.ics.uci.edu/pub/process	complete
www.ics.uci.edu/%7Emagda/ics_x33/outlineU.html	complete
ngs.ics.uci.edu/india-a-mystery-land	complete
cml.ics.uci.edu/2012/08/2012_uaidomination	complete
www.ics.uci.edu/~cbdaviso/ics153/fall98/chapter7/chap7.htm	complete
cml.ics.uci.edu/2013/03/spring-2013-2	complete
ngs.ics.uci.edu/towards-weaving-the-visual-web	complete
evoke.ics.uci.edu?m=201406	complete
mhcid.ics.uci.edu	complete
computableplant.ics.uci.edu/hierleap	complete
www.ics.uci.edu/ugrad/policies/Laptop_ComputerUse.php	complete
ngs.ics.uci.edu/extreme-stories13	complete
evoke.ics.uci.edu?m=201403	complete
ngs.ics.uci.edu/quantifying-semantic-gap	complete
ngs.ics.uci.edu/social-systems-and-big-data	complete
www.ics.uci.edu/~stasio/spring04/handouts180.html	complete
sli.ics.uci.edu/video/cs274a/Lecture12.html	complete
ngs.ics.uci.edu/category/technical-thoughts/page/77	complete
www.ics.uci.edu/~vpalepu/2012/06/02/Attending-ICSE-MSR-2012.html	complete
www.ics.uci.edu/~jpd	complete
www.ics.uci.edu/~raccoon	complete
ngs.ics.uci.edu/tag/integrative-health	complete
ngs.ics.uci.edu/cnn-youtube-debates	complete
sli.ics.uci.edu/PmWiki/OtherVariables	complete
sli.ics.uci.edu/video/cs178/Lecture01.html	complete
www.ics.uci.edu/~chenli/pods05	complete
mcs.ics.uci.edu	complete
ngs.ics.uci.edu/category/entrepreneurism/page/23	complete
evoke.ics.uci.edu?m=201310	complete
ngs.ics.uci.edu/entrepreneurship-education	complete
ngs.ics.uci.edu/cyber-persona	complete
www.ics.uci.edu/~shallman	complete
sli.ics.uci.edu/Classes-CS178-Notes/Matlab	complete
www.ics.uci.edu/~stasio/winter06/lab2/SavingsCalculatorTester.java	complete
ngs.ics.uci.edu/worst-service-experience	complete
sli.ics.uci.edu/PmWiki/WikiPage	complete
www.ics.uci.edu/%7Ewelling/classnotes/classnotes.html	complete
ngs.ics.uci.edu/853	complete
www.ics.uci.edu/~kay	complete
www.ics.uci.edu/~wdevanny/pomona/cs140	complete
sli.ics.uci.edu/Classes-CS178-Notes/LogisticReg	complete
ngs.ics.uci.edu/category/technical-thoughts/page/33	complete
www.ics.uci.edu/~dvk/code/License.txt	complete
ngs.ics.uci.edu/category/entrepreneurism/page/25	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch11/Ch11SAScode.txt	complete
archive.ics.uci.edu/ml/datasets/Dodgers+Loop+Sensor	complete
ngs.ics.uci.edu/future-of-web-is-here-now	complete
ngs.ics.uci.edu/tag/precision-health	complete
www.ics.uci.edu/~feldman/LEC04.doc2.htm	complete
ngs.ics.uci.edu/china-trip-nov-20063	complete
sdcl.ics.uci.edu/2015/11/sdcl-at-ase-2015	complete
ngs.ics.uci.edu/china-trip-nov-20064	complete
ngs.ics.uci.edu/when-in-where	complete
www.ics.uci.edu/~sao/QA.html	complete
www.ics.uci.edu/~dsm/index.html	complete
ngs.ics.uci.edu/events-unaware-of-events	complete
ngs.ics.uci.edu/tag/quantified-self/page/2	complete
ngs.ics.uci.edu/obamas-popularity	complete
isg.ics.uci.edu/isg_photo.html	complete
www.ics.uci.edu/~lmartie/education/mutual_attraction_sum	complete
www.ics.uci.edu/~stasio/Papers/dfjw04-abs.html	complete
awareness.ics.uci.edu/~ariadne/approach.html	complete
cml.ics.uci.edu/2011/09/2011_wellingpami	complete
www.ics.uci.edu/%7Ewscacchi/Papers/Software_Process_Redesign	complete
www.ics.uci.edu/~pattis/ICS-46/index.html	complete
www.ics.uci.edu/~lopes/opensim	complete
ngs.ics.uci.edu/back-home-070108	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw2.html	complete
www.ics.uci.edu/~nmoura	complete
www.ics.uci.edu/Arcadia/Teamware/tags/example.html	complete
ngs.ics.uci.edu/photo-software-revised-reality	complete
ngs.ics.uci.edu/tag/foodie	complete
ngs.ics.uci.edu/government-in-india	complete
ngs.ics.uci.edu/teaching-entrepreneurism	complete
ngs.ics.uci.edu/tag/mobile-photos	complete
wics.ics.uci.edu/fall-quarter-update/img_0029	complete
evoke.ics.uci.edu?author=2	complete
www.ics.uci.edu/~kay/courses/i42/hw/hw5.html	complete
ngs.ics.uci.edu/information-and-experience-2	complete
ngs.ics.uci.edu/information-and-experience-1	complete
ngs.ics.uci.edu/micro-blogs-and-blogs	complete
www.ics.uci.edu/~jutts/8	complete
www.ics.uci.edu/~lopes/aop/aop.html	complete
sli.ics.uci.edu/Classes-2008F/RelatedTechniques	complete
ngs.ics.uci.edu/seraja-reincarnation-at-uci	complete
sdcl.ics.uci.edu/2015/02/welcome-fernando	complete
evoke.ics.uci.edu?p=279	complete
ngs.ics.uci.edu/list-of-publications	complete
ngs.ics.uci.edu/going-back-to-usa	complete
ngs.ics.uci.edu/google-of-tv	complete
sdcl.ics.uci.edu/2013/05/isr-research-forum-2	complete
ngs.ics.uci.edu/458	complete
www.ics.uci.edu/ugrad/admissions/admissions_why.php	complete
evoke.ics.uci.edu?p=277	complete
wics.ics.uci.edu/category/news/workshop-2	complete
ngs.ics.uci.edu/phone-as-identity	complete
emj.ics.uci.edu/talks	complete
www.ics.uci.edu/~pattis/ICS-33/index.html	complete
www.ics.uci.edu/%7Ewelling/publications/publications.html	complete
ngs.ics.uci.edu/professionalsocial/interviews	complete
sdcl.ics.uci.edu/research/past-projects/code-orb-2	complete
www.ics.uci.edu/~kay/courses/i42/hw/hw1.html	complete
mhcid.ics.uci.edu/admissions/admissions-overview	complete
flamingo.ics.uci.edu/spellchecker	complete
sli.ics.uci.edu/Classes-CS271-Notes	complete
sdcl.ics.uci.edu/2012/12/marian-petre-visit-2	complete
map125.ics.uci.edu/%7Emap125/CampusMap/main.php	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/DogMixedModel.txt	complete
ngs.ics.uci.edu/slow	complete
ngs.ics.uci.edu/personal	complete
sli.ics.uci.edu/video/cs178/Lecture22.html	complete
www.ics.uci.edu/%7Eirani/f04-h22/lab6/QueueFullException.java	complete
www.ics.uci.edu/~ihler/papers/abs.html	complete
ngs.ics.uci.edu/subtitles-to-teach-reading	complete
sli.ics.uci.edu/Competitions/RecentChanges	complete
www.ics.uci.edu/%7Ewscacchi/ResearchBio.html	complete
wics.ics.uci.edu/event/amazon-event	complete
sdcl.ics.uci.edu/2011/06/graduates	complete
ngs.ics.uci.edu/blinkx-has-better-interface	complete
sli.ics.uci.edu/PmWiki/Skins	complete
www.ics.uci.edu/%7Egts/contact.html	complete
www.ics.uci.edu/~dvk/pub/EMWS09_dvk.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch8/ToenailData.txt	complete
sli.ics.uci.edu/Grants/2008SciSIP	complete
www.ics.uci.edu/~maheshmn/eCACTI/techRep.htm	complete
ngs.ics.uci.edu/tata-and-rs-1-lakh-car	complete
www.ics.uci.edu/~jsolson	complete
www.ics.uci.edu/~smyth/courses/cs175	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/Ch9WinBUGScodeFEV.odc	complete
sli.ics.uci.edu/PmWiki/FAQ	complete
wics.ics.uci.edu/google-career-panel	complete
ngs.ics.uci.edu/obvious-vs-complex	complete
www.ics.uci.edu/~schark/schark-ree.html	complete
www.ics.uci.edu/~dvk/pub/ICDE09_dvk_WEST.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/KidneyPHWinBUGScode.odc	complete
ngs.ics.uci.edu/gutenbergs-revenge	complete
www.ics.uci.edu/~kay/courses/i42/hw/hw4.html	complete
ngs.ics.uci.edu/tag/data-analytics	complete
ngs.ics.uci.edu/tag/digital-health	complete
ngs.ics.uci.edu/changing-marriages-bedrooms	complete
www.ics.uci.edu/~fowlkes/publications.html	complete
ngs.ics.uci.edu/blog/page/48	complete
sli.ics.uci.edu/AIStats	complete
mondego.ics.uci.edu/ra	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/COGSlab_rules.html	complete
www.ics.uci.edu/~projects/dissemination	complete
ngs.ics.uci.edu/events-on-yahoo	complete
ngs.ics.uci.edu/cuil-a-new-search-engine	complete
cml.ics.uci.edu/2013/03/2013_fowlkescareer	complete
www.ics.uci.edu/~pjsadows	complete
ngs.ics.uci.edu/tag/computer-vision	complete
www.ics.uci.edu/ugrad/life	complete
www.ics.uci.edu/~wscacchi	complete
piki.ics.uci.edu/ics125s04	complete
www.ics.uci.edu/~sswamida	complete
ngs.ics.uci.edu/experiencing-maps	complete
sdcl.ics.uci.edu/category/travel/page/2	complete
www.ics.uci.edu/~redmiles/ics227-FQ01	complete
ngs.ics.uci.edu/professional-affiliations	complete
www.ics.uci.edu/ugrad/life/index.php	complete
evoke.ics.uci.edu?p=294	complete
ngs.ics.uci.edu/bulgarian-experience	complete
evoke.ics.uci.edu?p=290	complete
sdcl.ics.uci.edu/2016/01/new-scholarship	complete
ngs.ics.uci.edu/author/ramesh/page/44	complete
sdcl.ics.uci.edu/2013/09/crowdcode-at-crowdconf	complete
ngs.ics.uci.edu/blog/page/168	complete
luci.ics.uci.edu/LUCIinterace.html	complete
www.ics.uci.edu/~kay/courses/i42/wildride/data/rides2.txt	complete
ngs.ics.uci.edu/blog/page/160	complete
ngs.ics.uci.edu/blog/page/161	complete
sli.ics.uci.edu/video/cs178/Lecture12.html	complete
ngs.ics.uci.edu/blog/page/163	complete
ngs.ics.uci.edu/blog/page/164	complete
www.ucf.ics.uci.edu	complete
ngs.ics.uci.edu/blog/page/166	complete
sli.ics.uci.edu/video/cs178/Lecture20.html	complete
emj.ics.uci.edu/wp-login.php	complete
www.ics.uci.edu/~redmiles/ics131-FQ04/schedule.html	complete
www.ics.uci.edu/~redmiles/publications.html	complete
www.ics.uci.edu/computing/account_faq.php	complete
ngs.ics.uci.edu/hindi-movies	complete
ngs.ics.uci.edu/academic-research	complete
cml.ics.uci.edu/2006/10/2006_cmlnips	complete
sdcl.ics.uci.edu/2013/05/lionel-briand-visit	complete
sli.ics.uci.edu/misc/cs179/pyGM_CSP_2.html	complete
www.ics.uci.edu/~kay/courses/h21/hw/hw3.html	complete
sli.ics.uci.edu/misc/cs179/pyGM_Learning.html	complete
ngs.ics.uci.edu/computing3o	complete
wics.ics.uci.edu?attachment_id=348	complete
sdcl.ics.uci.edu/2013/07/fuse-2003	complete
www.ics.uci.edu/~mkantor	complete
ngs.ics.uci.edu/tag/computer-vision-multimedia	complete
www.ics.uci.edu/computing/policy/index.php	complete
www.ics.uci.edu/~redmiles/ics104-WQ06/schedule.html	complete
mhcid.ics.uci.edu/program/events	complete
www.ics.uci.edu/~kibler/javacourse/java.html	complete
www.ics.uci.edu/computing/linux/hosts.php	complete
www.ics.uci.edu/~qliu1/MLcrowd_ICML_workshop	complete
cbcl.ics.uci.edu/public_data/FXR	complete
emj.ics.uci.edu/papers/machine-learning-papers	complete
www.ics.uci.edu/~newman/courses/cs277	complete
www.ics.uci.edu/~irani	complete
ngs.ics.uci.edu/technology-and-auto-industry	complete
www.ics.uci.edu/~xhx/project/mdos	complete
www.ics.uci.edu/~marios	complete
www.ics.uci.edu/~mlevorat/ 	complete
www.ics.uci.edu/~kay/courses/31/collab.html	complete
www.ics.uci.edu/%7Emlevorat	complete
ngs.ics.uci.edu/empty-emotionalism	complete
ngs.ics.uci.edu/product-development-in-india	complete
www.ics.uci.edu/~alexv/pubs.html	complete
computableplant.ics.uci.edu/papers/2004/BGRS-2004-KAP-abstract.html	complete
cradl.ics.uci.edu/projects	complete
ngs.ics.uci.edu/tag/foodlog	complete
cml.ics.uci.edu/category/aiml/page/2	complete
mondego.ics.uci.edu	complete
sli.ics.uci.edu/Grants	complete
ngs.ics.uci.edu/computer-vision-applications	complete
ngs.ics.uci.edu/creativity-and-creativeit	complete
computableplant.ics.uci.edu/sw/CambiumOrganism	complete
mailman.ics.uci.edu/mailman/listinfo/mlrg	complete
sli.ics.uci.edu/video/cs178/Lecture26.html	complete
www.ics.uci.edu/community/icsjobs/index.php	complete
ngs.ics.uci.edu/vacation-in-germany	complete
ngs.ics.uci.edu/personal/education	complete
sdcl.ics.uci.edu/category/uncategorized	complete
www.ics.uci.edu/~redmiles/ics229-SQ03	complete
www.ics.uci.edu/~redmiles/ics205-FQ05/links.html	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/demo_3	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/demo_2	complete
wics.ics.uci.edu/join-us	complete
www.ics.uci.edu/community/news/press/view_press?id=60	complete
ngs.ics.uci.edu/confusing-cultural-diversity	complete
www.ics.uci.edu/%7Ethornton/ics22/LabManual/SettingUpJava.html	complete
www.ics.uci.edu/~kay/courses/i41/hw/index.html	complete
wics.ics.uci.edu/girls-inc-info-session	complete
www.ics.uci.edu/~redmiles/ics221-FQ03	complete
www.ics.uci.edu/IRUS/CSS.html	complete
www.ics.uci.edu/~gopi	complete
www.ics.uci.edu/~rripley	complete
ngs.ics.uci.edu/back-after-fires	complete
www.ics.uci.edu/~oaiyelok	complete
www.ics.uci.edu/Arcadia/Teamware/tags/test.html	complete
www.ics.uci.edu/~kay/courses/h21/hw/pair.html	complete
ngs.ics.uci.edu/historic-day-todays-election	complete
ngs.ics.uci.edu/eventweb-and-saving-lives	complete
www.ics.uci.edu/~jutts/7-W13	complete
cml.ics.uci.edu/2015/09/fall-2015	complete
ngs.ics.uci.edu/language-and-the-eventweb	complete
ngs.ics.uci.edu/seraja-updates-060712	complete
www.ics.uci.edu/~skong2/recurrentDepthSeg	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/leukemia.txt	complete
www.ics.uci.edu/~mgiorgio/inf212/homework-instructions.html	complete
www.ics.uci.edu/~guoqingx/courses/295/winter11	complete
mcs.ics.uci.edu/prospective-students/application-process	complete
sli.ics.uci.edu/PmWiki/MailPosts	complete
www.ics.uci.edu/Arcadia/Teamware/historical.html	complete
ngs.ics.uci.edu/timeline-mashups	complete
www.ics.uci.edu/~stasio/winter06/Lectures/Lec7code/ComparableExample	complete
sli.ics.uci.edu/Classes/2016W-178	complete
www.ics.uci.edu/~dvk/pub/TODS06_dvk.html	complete
ngs.ics.uci.edu/iptv-and-eventweb	complete
ngs.ics.uci.edu/tag/semantic-links	complete
ngs.ics.uci.edu/blog/page/52	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch11/FMDData.txt	complete
www.ics.uci.edu/about	complete
sli.ics.uci.edu/Classes/2013S-77B-Misc	complete
ngs.ics.uci.edu/tag/multimedia	complete
ngs.ics.uci.edu/text-mining-nyt	complete
ngs.ics.uci.edu/new-search-companies	complete
computableplant.ics.uci.edu/papers/2002/BGRS-2002-KAP-abstract.html	complete
www.ics.uci.edu/~stasio/winter06/lab4/lab4.html	complete
cwicsocal18.ics.uci.edu/sponsors	complete
swiki.ics.uci.edu/doku.php/services:webmail	complete
www.ics.uci.edu/~djp3/classes/2010_09_INF133	complete
ngs.ics.uci.edu/reflections	complete
sdcl.ics.uci.edu/2015/05/lees-msr-2015-talk	complete
ngs.ics.uci.edu/living-in-virtual-world	complete
cbcl.ics.uci.edu/doku.php/teaching/cs295w11/start	complete
sli.ics.uci.edu/Classes-2008/RecentChanges	complete
ngs.ics.uci.edu/tag/personal-model	complete
www.ics.uci.edu/~lmartie/education	complete
ngs.ics.uci.edu/time-is-of-the-essence	complete
www.ics.uci.edu/community/news/notes/index	complete
ngs.ics.uci.edu/google-maps-and-latitude	complete
ngs.ics.uci.edu/author/ramesh/page/48	complete
www.ics.uci.edu/~vpalepu/2014/12/11/PL241-Compiler.html	complete
www.ics.uci.edu/~ucounsel/prospective_students/honors/honseq.html	complete
ngs.ics.uci.edu/abstraction-matching	complete
ngs.ics.uci.edu/vace2-close-out-workshop	complete
www.ics.uci.edu/~redmiles/inf143-SQ08/links.html	complete
ngs.ics.uci.edu/going-home	complete
sdcl.ics.uci.edu/papers/dissertations	complete
www.ics.uci.edu/~feldman/lec7F00.html	complete
www.ics.uci.edu/%7Enalini	complete
evoke.ics.uci.edu?m=201303	complete
evoke.ics.uci.edu?m=201305	complete
evoke.ics.uci.edu?m=201304	complete
cradl.ics.uci.edu/publications	complete
emj.ics.uci.edu/papers/computational-field-geology	complete
ngs.ics.uci.edu/third-day-at-acm-multimedia	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch11/FabricFaultData.txt	complete
www.ics.uci.edu/~hombao/hernando.html	complete
sli.ics.uci.edu/PmWiki/Blocklist	complete
ngs.ics.uci.edu/search-inside	complete
www.ics.uci.edu/~feldman/LEC19.htm	complete
www.ics.uci.edu/~dechter/courses/ics-295/winter-2018	complete
wics.ics.uci.edu/category/news/page/11	complete
wics.ics.uci.edu/gen-meeting-and-mentorship-14	complete
wics.ics.uci.edu/category/news/page/12	complete
sli.ics.uci.edu/PmWiki/PagelistVariables	complete
ngs.ics.uci.edu/controlling-health	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch8/logoddsdata.txt	complete
ngs.ics.uci.edu/clicking-on-the-real-world	complete
sli.ics.uci.edu/Classes/2016S-274b	complete
ngs.ics.uci.edu/category/general-updates/page/24	complete
www.ics.uci.edu/~jossher	complete
wics.ics.uci.edu/studying-with-wics	complete
www.ics.uci.edu/~lmartie/education/random_walk	complete
sdcl.ics.uci.edu/2014/06/grant-on-crowd-programming	complete
ngs.ics.uci.edu/visiting-new-delhi	complete
ngs.ics.uci.edu/author/ramesh/page/245	complete
sdcl.ics.uci.edu/people/previous-members	complete
ngs.ics.uci.edu/multimedia-content-access	complete
ngs.ics.uci.edu/words-space-and-time	complete
www.ics.uci.edu/~harris	complete
www.ics.uci.edu/~jutts/201-F13	complete
sli.ics.uci.edu/Classes-2008F/UsefulBackground	complete
emj.ics.uci.edu/software/software-computational-biology	complete
sli.ics.uci.edu/Johutchi-Private	complete
ngs.ics.uci.edu/india-has-the-brains-but	complete
www.ics.uci.edu/~kobsa/courses/courses.html	complete
www.ics.uci.edu/~respond	complete
wics.ics.uci.edu/week-8-thanksgiving-potluck	complete
www.ics.uci.edu/~schark/spaa95.ps.Z	complete
ngs.ics.uci.edu/microsoft-search-lab	complete
wics.ics.uci.edu/category/news/wics-meeting	complete
sdcl.ics.uci.edu/sponsors	complete
ngs.ics.uci.edu/divorces-in-india	complete
www.ics.uci.edu/~wmt	complete
mcs.ics.uci.edu/career/international-students	complete
www.ics.uci.edu/~fowlkes/software/hme	complete
www.ics.uci.edu/%7Emagda/ics_x33/scheduleU.html	complete
www.ics.uci.edu/~minhaenl	complete
www.ics.uci.edu/~salsubai/rstartree.html	complete
mondego.ics.uci.edu/projects/clonedetection/tool/latest	complete
sli.ics.uci.edu/PmWiki/GroupHeaders	complete
ngs.ics.uci.edu/visual-time-machine	complete
www.ics.uci.edu/~kay/courses/h21/hw	complete
futurehealth.ics.uci.edu/news-events/meetings	complete
www.ics.uci.edu/~singhv	complete
sli.ics.uci.edu/Ihler-Photos	complete
www.ics.uci.edu/~gmark	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/LeukemiaPHWinBUGScode.odc	complete
sdcl.ics.uci.edu/2014/02/new-scholarships	complete
computableplant.ics.uci.edu/index.html	complete
ngs.ics.uci.edu/tag/situation-awareness	complete
ngs.ics.uci.edu/entrepreneurship	complete
flamingo.ics.uci.edu/releases/4.0	complete
ngs.ics.uci.edu/blog	complete
www.ics.uci.edu/~lfang3	complete
ngs.ics.uci.edu/tag/individual-models	complete
www.ics.uci.edu/~ziv/ooad/intro_to_se/index.htm	complete
asterix.ics.uci.edu/supporters.html	complete
ngs.ics.uci.edu/real-reality	complete
ngs.ics.uci.edu/camera-with-3d-effects	complete
www.ics.uci.edu/faculty/profiles	complete
www.ics.uci.edu/~feldman/schedread.htm	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch7/Ch7Rcode.txt	complete
www.ics.uci.edu/faculty/index.php?letter=R	complete
ngs.ics.uci.edu/tag/early-experiences	complete
www.ics.uci.edu/~kay/scheme/simple-text-io.ss	complete
ngs.ics.uci.edu/author/ramesh/page/241	complete
www.ics.uci.edu/~kay/courses/i42/wildride/data/rides.txt	complete
computableplant.ics.uci.edu/erleap	complete
www.ics.uci.edu/community/news/view_news?id=1267	complete
www.ics.uci.edu/~tnguye90	complete
cml.ics.uci.edu/aiml/page/8	complete
cml.ics.uci.edu/aiml/page/9	complete
www.ics.uci.edu/~stasio/winter06/lab3/Sol	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/Ch10WinBUGScode.odc	complete
netreg.ics.uci.edu	complete
cml.ics.uci.edu/aiml/page/2	complete
cml.ics.uci.edu/aiml/page/3	complete
www.ics.uci.edu/~jajones/Home.html	complete
cml.ics.uci.edu/aiml/page/6	complete
cml.ics.uci.edu/aiml/page/7	complete
cml.ics.uci.edu/aiml/page/4	complete
cml.ics.uci.edu/aiml/page/5	complete
www.ics.uci.edu/~schark/veronica/thesis.ps.Z	complete
www.ics.uci.edu/~kay/turnitin.html	complete
www.ics.uci.edu/~wangk7	complete
wics.ics.uci.edu/android-app-finale	complete
cradl.ics.uci.edu/oliver-defended-his-phd-thesis	complete
www.ics.uci.edu/~cbdaviso/ics153/sum01	complete
mondego.ics.uci.edu/datasets/wikipedia-events	complete
www.ics.uci.edu/~srafatir/index.html	complete
www.ics.uci.edu/community/news/articles/view_article?id=344	complete
www.ics.uci.edu/IRUS	complete
wics.ics.uci.edu/news/page/6	complete
www.ics.uci.edu/~kay/scheme/simple-file-io.ss	complete
evoke.ics.uci.edu?author=8	complete
evoke.ics.uci.edu?author=7	complete
evoke.ics.uci.edu?author=6	complete
www.ics.uci.edu/grad/qa/index.php	complete
ngs.ics.uci.edu/tag/mega-storiy	complete
ngs.ics.uci.edu/category/experiential-computing/page/30	complete
emj.ics.uci.edu?page_id=220	complete
ngs.ics.uci.edu/category/experiential-computing/page/31	complete
ngs.ics.uci.edu/special-effects-in-indian-tv	complete
www.ics.uci.edu/~kay/courses/i42/quiz/old	complete
www.ics.uci.edu/~qliu1/nips13_workshop	complete
ngs.ics.uci.edu/more-experiences-in-china	complete
ngs.ics.uci.edu/padma-vibhushan	complete
www.ics.uci.edu/~kay/scheme/advanced-file-io.ss	complete
ngs.ics.uci.edu/in-london	complete
ngs.ics.uci.edu/time-machine	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/CowData.txt	complete
ngs.ics.uci.edu/category/experiential-computing/page/35	complete
www.ics.uci.edu/~ucounsel/continuing_students/policies.html	complete
ngs.ics.uci.edu/category/prospecting-information/page/14	complete
ngs.ics.uci.edu/blog/page/205	complete
ngs.ics.uci.edu/blog/page/204	complete
ngs.ics.uci.edu/blog/page/207	complete
ngs.ics.uci.edu/blog/page/206	complete
www.ics.uci.edu/~redmiles/ics131-FQ03/week04privacy/PrivacyAct.htm	complete
wics.ics.uci.edu/recurse-center	complete
ngs.ics.uci.edu/blog/page/203	complete
evoke.ics.uci.edu/judith-gregory	complete
cbcl.ics.uci.edu/SSEA	complete
ngs.ics.uci.edu/blog/page/209	complete
ngs.ics.uci.edu/blog/page/208	complete
ngs.ics.uci.edu/new-media-business	complete
ngs.ics.uci.edu/blog/page/195	complete
ngs.ics.uci.edu/blog/page/194	complete
ngs.ics.uci.edu/blog/page/197	complete
ngs.ics.uci.edu/blog/page/196	complete
ngs.ics.uci.edu/blog/page/191	complete
ngs.ics.uci.edu/blog/page/190	complete
ngs.ics.uci.edu/blog/page/193	complete
ngs.ics.uci.edu/blog/page/192	complete
ngs.ics.uci.edu/telepresence	complete
wics.ics.uci.edu/5	complete
www.ics.uci.edu/about/kfflab	complete
sdcl.ics.uci.edu/2013/09/congrats-dr-nick	complete
ngs.ics.uci.edu/blog/page/199	complete
ngs.ics.uci.edu/blog/page/198	complete
www.ics.uci.edu/~redmiles/inf44-SQ07	complete
ngs.ics.uci.edu/singapore-and-multimedia	complete
www.ics.uci.edu/~forge	complete
sli.ics.uci.edu/video/cs274a/Lecture02.html	complete
sdcl.ics.uci.edu/2012/09/sdcl-has-moved	complete
ngs.ics.uci.edu/the-new-age-of-innovation	complete
www.ics.uci.edu/~dwangeri	complete
www.ics.uci.edu/~lopes/teaching/inf102S14	complete
www.ics.uci.edu/~dvk/pub.html	complete
www.ics.uci.edu/~kobsa	complete
ngs.ics.uci.edu/tag/quantified-self	complete
www.ics.uci.edu/ugrad/honors/index.php	complete
www.ics.uci.edu/~redmiles/ics131-FQ04	complete
www.ics.uci.edu/~redmiles/ics125-FQ01/assignments/teamlog.html	complete
www.ics.uci.edu/~kay/courses/31/hw/lab0.html	complete
sdcl.ics.uci.edu/2015/02/we-won-the-reddit-hackathon	complete
www.ics.uci.edu/~kay/scheme/copy-file.scm	complete
sli.ics.uci.edu/PmWiki/UTF-8	complete
www.ics.uci.edu/~qliu1	complete
ngs.ics.uci.edu/a9-scaling-back-key-features	complete
ngs.ics.uci.edu/tag/photos/page/2	complete
ngs.ics.uci.edu/tag/artificial-intelligence	complete
www.ics.uci.edu/~kay/courses/i42/hw/assignments_index_files/grading_criteria_for_lab.html	complete
www.ics.uci.edu/~feldman/lec2F00.html	complete
computableplant.ics.uci.edu/alphasite/index.html	complete
ngs.ics.uci.edu/getting-back-to-routine	complete
sdcl.ics.uci.edu/2014/11/nick-dissertation-award	complete
i-sensorium.ics.uci.edu	complete
computableplant.ics.uci.edu/outreach.html	complete
www.ics.uci.edu/~maheshmn	complete
www.ics.uci.edu/~jrobbins	complete
www.ics.uci.edu/~redmiles/ics131-FQ03	complete
